Taxa	GO	Description	cooccurrence_Non-HIV	cooccurrence_Pre-HIV	cor_Non-HIV	cor_Pre-HIV	diff_cor	p	sign	Ontology	Definition
s__Haemophilus_parainfluenzae	GO:0006164	purine nucleotide biosynthetic process	143	77	-0.448	-0.07	0.379	0.0040836417569905	Non-HIV-	BP	The chemical reactions and pathways resulting in the formation of a purine nucleotide, a compound consisting of nucleoside (a purine base linked to a deoxyribose or ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar.
s__Haemophilus_parainfluenzae	GO:0006450	regulation of translational fidelity	143	77	-0.423	-0.039	0.384	0.00409398819697415	Non-HIV-	BP	Any process that modulates the ability of the translational apparatus to interpret the genetic code.
s__Veillonella_nakazawae	GO:0015276	ligand-gated ion channel activity	137	75	0.007	0.403	0.395	0.00409839382360389	Pre-HIV+	MF	Enables the transmembrane transfer of an ion by a channel that opens when a specific ligand has been bound by the channel complex or one of its constituent parts.
s__Veillonella_dispar	GO:0070005	cysteine-type aminopeptidase activity	143	77	-0.056	0.342	0.398	0.00411101185348972	Pre-HIV+	MF	Catalysis of the hydrolysis of N-terminal peptide bonds in a polypeptide chain by a mechanism in which the sulfhydryl group of a cysteine residue at the active center acts as a nucleophile.
s__Rothia_mucilaginosa	GO:0046961	proton-transporting ATPase activity, rotational mechanism	145	75	0.127	0.495	0.368	0.00411217775347028	Pre-HIV+	MF	Enables the transfer of protons from one side of a membrane to the other according to the reaction: ATP + H2O + H+(in) = ADP + phosphate + H+(out), by a rotational mechanism.
s__Streptococcus_parasanguinis	GO:0004425	indole-3-glycerol-phosphate synthase activity	145	78	0.416	0.034	0.383	0.00411539831564101	Non-HIV+	MF	Catalysis of the reaction: 1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate = 1-(indol-3-yl)glycerol 3-phosphate + CO2 + H2O.
s__Gemella_sanguinis	GO:0003746	translation elongation factor activity	140	78	-0.097	0.305	0.402	0.00412336553905113	Pre-HIV+	MF	Functions in chain elongation during polypeptide synthesis at the ribosome.
s__Veillonella_sp._oral_taxon_158	GO:0015276	ligand-gated ion channel activity	140	76	-0.309	0.096	0.405	0.00412502940026216	Non-HIV-	MF	Enables the transmembrane transfer of an ion by a channel that opens when a specific ligand has been bound by the channel complex or one of its constituent parts.
s__Streptococcus_sp._Marseille_Q3533	GO:1990610	acetolactate synthase regulator activity	142	75	-0.061	-0.444	0.383	0.00413383738992001	Pre-HIV-	MF	Binds to and modulates the activity of acetolactate synthase.
s__Veillonella_dispar	GO:0000179	rRNA (adenine-N6,N6-)-dimethyltransferase activity	143	77	-0.096	0.305	0.402	0.00414332111373095	Pre-HIV+	MF	Catalysis of the dimethylation two adjacent A residues in the loop closing the 3'-terminal stem of the 18S rRNA, using S-adenosyl-L-methionine as a methyl donor.
s__Lachnoanaerobaculum_saburreum	GO:0047334	diphosphate-fructose-6-phosphate 1-phosphotransferase activity	93	48	0.409	-0.089	0.497	0.00417224020227946	Non-HIV+	MF	Catalysis of the reaction: fructose-6-phosphate + diphosphate = phosphate + fructose-1,6-bisphosphate.
s__Haemophilus_parainfluenzae	GO:0006221	pyrimidine nucleotide biosynthetic process	143	77	-0.439	-0.059	0.38	0.00417532963219402	Non-HIV-	BP	The chemical reactions and pathways resulting in the formation of a pyrimidine nucleotide, a compound consisting of nucleoside (a pyrimidine base linked to a deoxyribose or ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar.
s__Streptococcus_sp._M334	GO:0006783	heme biosynthetic process	142	77	0.409	0.023	0.386	0.00421087391851138	Non-HIV+	BP	The chemical reactions and pathways resulting in the formation of heme, any compound of iron complexed in a porphyrin (tetrapyrrole) ring, from less complex precursors.
s__Veillonella_dispar	GO:0042597	periplasmic space	143	77	-0.23	-0.568	0.339	0.00422024887167893	Pre-HIV-	CC	The region between the inner (cytoplasmic) and outer membrane (Gram-negative Bacteria) or cytoplasmic membrane and cell wall (Fungi and Gram-positive Bacteria).
s__Streptococcus_australis	GO:0006188	IMP biosynthetic process	140	78	-0.029	0.364	0.393	0.00425249602282318	Pre-HIV+	BP	The chemical reactions and pathways resulting in the formation of IMP, inosine monophosphate.
s__Streptococcus_sp._HMSC067H01	GO:0004055	argininosuccinate synthase activity	143	78	-0.002	-0.389	0.387	0.00425640882051836	Pre-HIV-	MF	Catalysis of the reaction: ATP + L-citrulline + L-aspartate = AMP + diphosphate + (N(omega)-L-arginino)succinate.
s__Veillonella_sp._CLA_AA_H247	GO:0043768	S-ribosylhomocysteine lyase activity	134	73	-0.324	0.087	0.411	0.00425803874422592	Non-HIV-	MF	Catalysis of the reaction: S-(5-deoxy-D-ribos-5-yl)-L-homocysteine = (S)-4,5-dihydroxypentane-2,3-dione + L-homocysteine.
s__Streptococcus_sp._HMSC062D07	GO:0070401	NADP+ binding	128	72	0.031	-0.378	0.409	0.0042606867750099	Pre-HIV-	MF	Interacting selectively and non-covalently with the oxidized form, NADP+, of nicotinamide-adenine dinucleotide phosphate, a coenzyme involved in many redox and biosynthetic reactions.
s__Veillonella_rogosae	GO:0006044	N-acetylglucosamine metabolic process	139	78	-0.361	0.032	0.394	0.00430123100409152	Non-HIV-	BP	The chemical reactions and pathways involving N-acetylglucosamine. The D isomer is a common structural unit of glycoproteins in plants, bacteria and animals; it is often the terminal sugar of an oligosaccharide group of a glycoprotein.
s__Streptococcus_sanguinis	GO:0004146	dihydrofolate reductase activity	145	78	-0.097	0.3	0.398	0.00430292441911506	Pre-HIV+	MF	Catalysis of the reaction: 5,6,7,8-tetrahydrofolate + NADP+ = 7,8-dihydrofolate + NADPH + H+.
s__Streptococcus_sp._HMSC034E03	GO:0008667	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase activity	128	68	-0.053	0.366	0.419	0.00430729591019019	Pre-HIV+	MF	Catalysis of the reaction: (2S,3S)-2,3-dihydroxy-2,3-dihydrobenzoate + NAD(+) = 2,3-dihydroxybenzoate + H(+) + NADH.
s__Haemophilus_haemolyticus	GO:0004478	methionine adenosyltransferase activity	137	77	-0.336	0.064	0.4	0.00432050887413427	Non-HIV-	MF	Catalysis of the reaction: ATP + L-methionine + H2O = phosphate + diphosphate + S-adenosyl-L-methionine.
s__Haemophilus_haemolyticus	GO:0006556	S-adenosylmethionine biosynthetic process	137	77	-0.336	0.064	0.4	0.00432050887413538	Non-HIV-	BP	The chemical reactions and pathways resulting in the formation of S-adenosylmethionine, S-(5'-adenosyl)-L-methionine, an important intermediate in one-carbon metabolism.
s__Haemophilus_parainfluenzae	GO:0016297	acyl-[acyl-carrier-protein] hydrolase activity	142	76	-0.424	-0.04	0.384	0.00433045152749245	Non-HIV-	MF	Catalysis of the reaction: acyl-[acyl-carrier protein] + H2O = [acyl-carrier protein] + a fatty acid.
s__Veillonella_sp._CLA_AA_H247	GO:0051537	2 iron, 2 sulfur cluster binding	134	73	-0.073	-0.458	0.386	0.00434605357595541	Pre-HIV-	MF	Interacting selectively and non-covalently with a 2 iron, 2 sulfur (2Fe-2S) cluster; this cluster consists of two iron atoms, with two inorganic sulfur atoms found between the irons and acting as bridging ligands.
s__Candidatus_Nanosynbacter_sp._TM7_057	GO:0006474	N-terminal protein amino acid acetylation	93	54	0.011	-0.453	0.464	0.004349324714225	Pre-HIV-	BP	The acetylation of the N-terminal amino acid of proteins.
s__Rothia_sp._P3C3_S176	GO:0008964	phosphoenolpyruvate carboxylase activity	141	75	0.043	0.428	0.385	0.00437098623318266	Pre-HIV+	MF	Catalysis of the reaction: phosphate + oxaloacetate = phosphoenolpyruvate + HCO3-.
s__Actinomyces_sp._ICM47	GO:0043115	precorrin-2 dehydrogenase activity	130	67	-0.051	0.367	0.419	0.00439409245117561	Pre-HIV+	MF	Catalysis of the reaction: NAD(+) + precorrin-2 = 2 H(+) + NADH + sirohydrochlorin.
s__Streptococcus_sanguinis	GO:0016740	transferase activity	145	78	-0.398	-0.014	0.383	0.00440899730297151	Non-HIV-	MF	Catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2.
s__Rothia_sp._HMSC072E10	GO:0034775	glutathione transmembrane transport	111	59	0.129	-0.327	0.456	0.0044162871600768	Pre-HIV-	BP	A process in which glutathione is transported across a membrane.
s__Streptococcus_sp._343_SSPC	GO:0004375	glycine dehydrogenase (decarboxylating) activity	131	69	0.047	0.445	0.398	0.00441660510634811	Pre-HIV+	MF	Catalysis of the reaction: glycine + lipoylprotein = S-aminomethyldihydrolipoylprotein + CO2.
s__Streptococcus_vestibularis	GO:0035435	phosphate ion transmembrane transport	143	78	0.436	0.06	0.376	0.0044189374541308	Non-HIV+	BP	The process in which a phosphate is transported across a membrane.
s__Actinomyces_sp._S6_Spd3	GO:0015658	branched-chain amino acid transmembrane transporter activity	97	61	0.017	0.456	0.439	0.0044235032477995	Pre-HIV+	MF	Enables the transfer of branched-chain amino acids from one side of a membrane to the other. Branched-chain amino acids are amino acids with a branched carbon skeleton without rings.
s__Streptococcus_mitis	GO:0004325	ferrochelatase activity	145	78	0.555	0.216	0.339	0.004451152797599	Non-HIV+	MF	Catalysis of the reaction: protoheme = Fe(2+) + protoporphyrin IX.
s__Haemophilus_parainfluenzae	GO:0015036	disulfide oxidoreductase activity	134	69	0.622	0.29	0.331	0.0044877599455031	Non-HIV+	MF	Catalysis of the reaction: substrate with reduced sulfide groups = substrate with oxidized disulfide bonds.
s__Streptococcus_pneumoniae	GO:0004591	oxoglutarate dehydrogenase (succinyl-transferring) activity	143	77	-0.348	0.046	0.393	0.00450413541624473	Non-HIV-	MF	Catalysis of the reaction: 2-oxoglutarate + lipoamide = S-succinyldihydrolipoamide + CO2.
s__Actinomyces_sp._oral_taxon_172	GO:0071805	potassium ion transmembrane transport	126	64	-0.117	0.315	0.433	0.00455168344500834	Pre-HIV+	BP	A process in which a potassium ion is transported from one side of a membrane to the other.
s__Veillonella_sp._S13053_19	GO:0032259	methylation	138	75	-0.308	0.094	0.403	0.00460312890009873	Non-HIV-	BP	The process in which a methyl group is covalently attached to a molecule.
s__Parvimonas_micra	GO:0006779	porphyrin-containing compound biosynthetic process	117	65	-0.317	0.118	0.435	0.00464236243025762	Non-HIV-	BP	The chemical reactions and pathways resulting in the formation of any member of a large group of derivatives or analogs of porphyrin. Porphyrin consists of a ring of four pyrrole nuclei linked each to the next at their alpha positions through a methine group.
s__Veillonella_nakazawae	GO:0043365	[formate-C-acetyltransferase]-activating enzyme activity	138	75	-0.076	0.325	0.401	0.00465653217374884	Pre-HIV+	MF	Catalysis of the reaction: S-adenosyl-L-methionine + dihydroflavodoxin + [formate C-acetyltransferase]-glycine = 5'-deoxyadenosine + L-methionine + flavodoxin semiquinone + [formate C-acetyltransferase]-glycin-2-yl radical.
s__Veillonella_parvula	GO:0019310	inositol catabolic process	103	49	0.31	-0.182	0.492	0.00466154901353844	Non-HIV+	BP	The chemical reactions and pathways resulting in the breakdown of inositol, 1,2,3,4,5,6-cyclohexanehexol, a growth factor for animals and microorganisms.
s__Prevotella_jejuni	GO:0048500	signal recognition particle	126	67	0.113	-0.312	0.425	0.00467313305443207	Pre-HIV-	CC	A complex of protein and RNA which facilitates translocation of proteins across membranes.
s__Veillonella_dispar	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	143	77	0.046	0.424	0.378	0.00467668143318245	Pre-HIV+	MF	Catalysis of the PEP-dependent, phosphoryl transfer-driven transport of substances across a membrane. The transport happens by catalysis of the reaction: protein N-phosphohistidine + sugar(out) = protein histidine + sugar phosphate(in). This differs from primary and secondary active transport in that the solute is modified during transport.
s__Haemophilus_parainfluenzae	GO:0008310	single-stranded DNA 3'-5' exodeoxyribonuclease activity	128	61	0.5	0.1	0.4	0.00471600290429031	Non-HIV+	MF	Catalysis of the sequential cleavage of mononucleotides from a free 3' terminus of a single-stranded DNA molecule.
s__Streptococcus_sp._F0442	GO:0008312	7S RNA binding	140	78	-0.089	0.306	0.395	0.0047262501254921	Pre-HIV+	MF	Interacting selectively and non-covalently with 7S RNA, the RNA component of the signal recognition particle (SRP).
s__Veillonella_sp._CLA_AA_H247	GO:0006528	asparagine metabolic process	133	73	0.013	0.407	0.394	0.0047315036715978	Pre-HIV+	BP	The chemical reactions and pathways involving asparagine, 2-amino-3-carbamoylpropanoic acid.
s__Rothia_sp._HMSC072B04	GO:0004151	dihydroorotase activity	143	76	-0.007	0.381	0.387	0.00474447626216423	Pre-HIV+	MF	Catalysis of the reaction: (S)-dihydroorotate + H(2)O = N-carbamoyl-L-aspartate + H(+).
s__Streptococcus_vestibularis	GO:0045893	positive regulation of transcription, DNA-templated	140	78	-0.389	-0.005	0.384	0.00475262226955464	Non-HIV-	BP	Any process that activates or increases the frequency, rate or extent of cellular DNA-templated transcription.
s__Alloprevotella_sp._oral_taxon_473	GO:0004470	malic enzyme activity	106	56	0.141	-0.324	0.464	0.0047608204408025	Pre-HIV-	MF	Catalysis of the oxidative decarboxylation of malate with the concomitant production of pyruvate.
s__Streptococcus_vestibularis	GO:0034227	tRNA thio-modification	138	75	0.343	-0.054	0.397	0.00478298296990398	Non-HIV+	BP	The addition a sulfur atom to a nucleotide in a tRNA molecule.
s__Veillonella_sp._S13053_19	GO:0003887	DNA-directed DNA polymerase activity	138	75	-0.38	0.012	0.392	0.00479839734142051	Non-HIV-	MF	Catalysis of the reaction: deoxynucleoside triphosphate + DNA(n) = diphosphate + DNA(n+1); the synthesis of DNA from deoxyribonucleotide triphosphates in the presence of a DNA template and a 3'hydroxyl group.
s__Streptococcus_vestibularis	GO:0009055	electron transfer activity	143	78	-0.476	-0.114	0.362	0.00482883040740956	Non-HIV-	MF	Any molecular entity that serves as an electron acceptor and electron donor in an electron transport chain. An electron transport chain is a process in which a series of electron carriers operate together to transfer electrons from donors to any of several different terminal electron acceptors to generate a transmembrane electrochemical gradient.
s__Gemella_morbillorum	GO:0006259	DNA metabolic process	135	68	0.112	-0.304	0.417	0.00483453876502216	Pre-HIV-	BP	Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides.
s__Veillonella_dispar	GO:0045893	positive regulation of transcription, DNA-templated	140	77	-0.051	-0.428	0.377	0.00483622150905738	Pre-HIV-	BP	Any process that activates or increases the frequency, rate or extent of cellular DNA-templated transcription.
s__Streptococcus_sp._A12	GO:0004022	alcohol dehydrogenase (NAD) activity	133	73	0.088	-0.318	0.406	0.00483712626691468	Pre-HIV-	MF	Catalysis of the reaction: an alcohol + NAD+ = an aldehyde or ketone + NADH + H+.
s__Veillonella_rogosae	GO:0004519	endonuclease activity	139	78	-0.383	0.002	0.384	0.00487833058165932	Non-HIV-	MF	Catalysis of the hydrolysis of ester linkages within nucleic acids by creating internal breaks.
s__Aggregatibacter_segnis	GO:0006259	DNA metabolic process	127	61	-0.071	-0.477	0.406	0.00488116307065645	Pre-HIV-	BP	Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides.
s__Leptotrichia_wadei	GO:0006437	tyrosyl-tRNA aminoacylation	118	66	0.101	-0.328	0.428	0.00488463913731674	Pre-HIV-	BP	The process of coupling tyrosine to tyrosyl-tRNA, catalyzed by tyrosyl-tRNA synthetase.The tyrosyl-tRNA synthetase is a  class-I synthetase. The activated amino acid is transferred to the 2'-OH group of a tyrosine-accetping tRNA. The 2'-O-aminoacyl-tRNA will ultimately migrate to the 3' position via transesterification.T
s__Streptococcus_sp._HMSC034E03	GO:0019290	siderophore biosynthetic process	130	68	-0.103	0.315	0.418	0.00488816679416737	Pre-HIV+	BP	The chemical reactions and pathways resulting in the formation of siderophores, low molecular weight Fe(III)-chelating substances made by aerobic or facultatively anaerobic bacteria, especially when growing under iron deficient conditions. The complexes of Fe(3+)-siderophores have very high stability constants and are taken up by specific transport systems by microorganisms; the subsequent release of iron requires enzymatic action.
s__Streptococcus_sp._Marseille_Q0941	GO:0070401	NADP+ binding	131	72	0.032	-0.37	0.402	0.00489143989779373	Pre-HIV-	MF	Interacting selectively and non-covalently with the oxidized form, NADP+, of nicotinamide-adenine dinucleotide phosphate, a coenzyme involved in many redox and biosynthetic reactions.
s__Streptococcus_sp._F0442	GO:0004639	phosphoribosylaminoimidazolesuccinocarboxamide synthase activity	140	78	-0.072	0.321	0.392	0.00489321155603117	Pre-HIV+	MF	Catalysis of the reaction: 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate + L-aspartate + ATP = (2S)-2-[5-amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamido]succinate + ADP + 2 H(+) + phosphate.
s__Veillonella_nakazawae	GO:0030655	beta-lactam antibiotic catabolic process	138	75	0.064	0.442	0.378	0.00493520374122913	Pre-HIV+	BP	The chemical reactions and pathways resulting in the breakdown of a beta-lactam antibiotic, any member of a class of natural or semisynthetic antibiotics whose characteristic feature is a strained, four-membered beta-lactam ring. They include the penicillins and many of the cephalosporins.
s__Veillonella_sp._CLA_AA_H247	GO:0017003	protein-heme linkage	117	60	-0.025	-0.447	0.422	0.00493706034460661	Pre-HIV-	BP	The covalent linkage of heme and a protein.
s__Streptococcus_oralis	GO:0009041	uridylate kinase activity	145	77	0.079	-0.313	0.392	0.00496113903432582	Pre-HIV-	MF	Catalysis of the reaction: ATP + (d)UMP = ADP + (d)UDP.
s__Veillonella_tobetsuensis	GO:0006783	heme biosynthetic process	140	74	-0.337	0.061	0.397	0.00496130204507206	Non-HIV-	BP	The chemical reactions and pathways resulting in the formation of heme, any compound of iron complexed in a porphyrin (tetrapyrrole) ring, from less complex precursors.
s__Streptococcus_sp._343_SSPC	GO:0045900	negative regulation of translational elongation	134	69	0.005	0.404	0.399	0.00498048741942192	Pre-HIV+	BP	Any process that stops, prevents, or reduces the frequency, rate or extent of translational elongation.
s__Actinomyces_oris	GO:0015668	Type III site-specific deoxyribonuclease activity	122	68	-0.065	0.353	0.417	0.00498322874717938	Pre-HIV+	MF	Catalysis of the endonucleolytic cleavage of DNA to give double-stranded fragments with terminal 5'-phosphates. ATP hydrolysis is required. Cleavage is dependent on the presence of two copies of a specific recognition sequence in an inverse orientation in the DNA. Cleavage occurs at a specific distance from one of the recognition sites.
s__Streptococcus_vestibularis	GO:0004636	phosphoribosyl-ATP diphosphatase activity	142	77	-0.075	0.317	0.393	0.00498451363877894	Pre-HIV+	MF	Catalysis of the reaction: 1-(5-phospho-D-ribosyl)-ATP + H(2)O = 1-(5-phosphonatoribosyl)-5'-AMP + diphosphate + H(+).
s__Haemophilus_parainfluenzae	GO:0004140	dephospho-CoA kinase activity	143	77	-0.363	0.023	0.386	0.00499228972320398	Non-HIV-	MF	Catalysis of the reaction: 3'-dephospho-CoA + ATP = ADP + CoA + 2 H(+).
s__Streptococcus_sp._HMSC061D10	GO:0019674	NAD metabolic process	143	77	-0.009	0.375	0.384	0.0049961295713532	Pre-HIV+	BP	The chemical reactions and pathways involving nicotinamide adenine dinucleotide (NAD), a coenzyme present in most living cells and derived from the B vitamin nicotinic acid.
s__Streptococcus_oralis	GO:0016799	hydrolase activity, hydrolyzing N-glycosyl compounds	145	78	0.312	-0.078	0.39	0.00500260616665971	Non-HIV+	MF	Catalysis of the hydrolysis of any N-glycosyl bond.
s__Streptococcus_vestibularis	GO:0047605	acetolactate decarboxylase activity	142	77	0.377	-0.008	0.384	0.00501726880943498	Non-HIV+	MF	Catalysis of the reaction: (S)-2-hydroxy-2-methyl-3-oxobutanoate = (R)-2-acetoin + CO2.
s__Streptococcus_vestibularis	GO:0045151	acetoin biosynthetic process	142	77	0.377	-0.008	0.384	0.0050172688094352	Non-HIV+	BP	The chemical reactions and pathways resulting in the formation of acetoin, 3-hydroxy-2-butanone.
s__Veillonella_sp._oral_taxon_158	GO:0006044	N-acetylglucosamine metabolic process	141	76	-0.36	0.029	0.389	0.00505384836737477	Non-HIV-	BP	The chemical reactions and pathways involving N-acetylglucosamine. The D isomer is a common structural unit of glycoproteins in plants, bacteria and animals; it is often the terminal sugar of an oligosaccharide group of a glycoprotein.
s__Candidatus_Nanosynbacter_sp._TM7_075	GO:0030488	tRNA methylation	96	50	0.342	-0.144	0.486	0.00509502966523412	Non-HIV+	BP	The posttranscriptional addition of methyl groups to specific residues in a tRNA molecule.
s__Streptococcus_sp._UMB0029	GO:0004370	glycerol kinase activity	131	69	0.338	-0.072	0.41	0.00512312102131118	Non-HIV+	MF	Catalysis of the reaction: ATP + glycerol = sn-glycerol 3-phosphate + ADP + 2 H(+).
s__Granulicatella_adiacens	GO:0009097	isoleucine biosynthetic process	140	75	-0.085	0.311	0.396	0.00520746742892464	Pre-HIV+	BP	The chemical reactions and pathways resulting in the formation of isoleucine, (2R*,3R*)-2-amino-3-methylpentanoic acid.
s__Haemophilus_parainfluenzae	GO:0042834	peptidoglycan binding	142	75	0.48	0.116	0.363	0.00520917902802709	Non-HIV+	MF	Interacting selectively and non-covalently, in a non-covalent manner, with peptidoglycan, any of a class of glycoconjugates found in bacterial cell walls.
s__Candidatus_Nanosynbacter_sp._TM7_075	GO:0004141	dethiobiotin synthase activity	93	49	-0.148	0.342	0.491	0.00523123454033159	Pre-HIV+	MF	Catalysis of the reaction: 7,8-diaminononanoate + ATP + CO(2) = ADP + dethiobiotin + 4 H(+) + phosphate.
s__Veillonella_sp._oral_taxon_158	GO:0006281	DNA repair	141	76	-0.306	0.087	0.394	0.00523655589611893	Non-HIV-	BP	The process of restoring DNA after damage. Genomes are subject to damage by chemical and physical agents in the environment (e.g. UV and ionizing radiations, chemical mutagens, fungal and bacterial toxins, etc.) and by free radicals or alkylating agents endogenously generated in metabolism. DNA is also damaged because of errors during its replication. A variety of different DNA repair pathways have been reported that include direct reversal, base excision repair, nucleotide excision repair, photoreactivation, bypass, double-strand break repair pathway, and mismatch repair pathway.
s__Prevotella_sp._oral_taxon_306	GO:0006096	glycolytic process	103	65	0.319	-0.12	0.439	0.0052460446867213	Non-HIV+	BP	The chemical reactions and pathways resulting in the breakdown of a carbohydrate into pyruvate, with the concomitant production of a small amount of ATP and the reduction of NAD(P) to NAD(P)H. Glycolysis begins with the metabolism of a carbohydrate to generate products that can enter the pathway and ends with the production of pyruvate. Pyruvate may be converted to acetyl-coenzyme A, ethanol, lactate, or other small molecules.
s__Veillonella_dispar	GO:0043365	[formate-C-acetyltransferase]-activating enzyme activity	143	77	-0.033	0.352	0.385	0.00525389005904042	Pre-HIV+	MF	Catalysis of the reaction: S-adenosyl-L-methionine + dihydroflavodoxin + [formate C-acetyltransferase]-glycine = 5'-deoxyadenosine + L-methionine + flavodoxin semiquinone + [formate C-acetyltransferase]-glycin-2-yl radical.
s__Veillonella_sp._CLA_AA_H247	GO:0016410	N-acyltransferase activity	132	73	0.06	-0.34	0.4	0.00528654312309662	Pre-HIV-	MF	Catalysis of the transfer of an acyl group to a nitrogen atom on the acceptor molecule.
s__Alloprevotella_sp._oral_taxon_473	GO:0006269	DNA replication, synthesis of RNA primer	106	57	0.127	-0.328	0.455	0.00531693260166533	Pre-HIV-	BP	The synthesis of a short RNA polymer, usually 4-15 nucleotides long, using one strand of unwound DNA as a template; the RNA then serves as a primer from which DNA polymerases extend synthesis.
s__Actinomyces_bouchesdurhonensis	GO:0006629	lipid metabolic process	136	73	-0.092	0.308	0.401	0.00531955281831387	Pre-HIV+	BP	The chemical reactions and pathways involving lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent. Includes fatty acids; neutral fats, other fatty-acid esters, and soaps; long-chain (fatty) alcohols and waxes; sphingoids and other long-chain bases; glycolipids, phospholipids and sphingolipids; and carotenes, polyprenols, sterols, terpenes and other isoprenoids.
s__Candidatus_Nanosynbacter_sp._TM7_087	GO:0019941	modification-dependent protein catabolic process	89	54	0.369	-0.105	0.474	0.00534364230288742	Non-HIV+	BP	The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent modification of the target protein.
s__Streptococcus_oralis	GO:0015424	amino acid-transporting ATPase activity	145	78	0.451	0.088	0.363	0.0053451862080256	Non-HIV+	MF	Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: ATP + H2O + amino acid(out/in) = ADP + phosphate + amino acid(in/out).
s__Neisseria_mucosa	GO:0004764	shikimate 3-dehydrogenase (NADP+) activity	137	73	-0.397	-0.009	0.388	0.0053494853426348	Non-HIV-	MF	Catalysis of the reaction: shikimate + NADP+ = 3-dehydroshikimate + NADPH + H+.
s__Streptococcus_vestibularis	GO:0004222	metalloendopeptidase activity	143	78	0.407	0.034	0.373	0.00535306289777804	Non-HIV+	MF	Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain by a mechanism in which water acts as a nucleophile, one or two metal ions hold the water molecule in place, and charged amino acid side chains are ligands for the metal ions.
s__Streptococcus_mitis	GO:0050518	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity	143	76	-0.549	-0.213	0.337	0.00539622001664708	Non-HIV-	MF	Catalysis of the reaction: 2-C-methyl-D-erythritol 4-phosphate + CTP = 4-CDP-2-C-methyl-D-erythritol + diphosphate.
s__Veillonella_nakazawae	GO:0046654	tetrahydrofolate biosynthetic process	138	75	0.018	0.4	0.382	0.00540971728069461	Pre-HIV+	BP	The chemical reactions and pathways resulting in the formation of tetrahydrofolate, 5,6,7,8-tetrahydrofolic acid, a folate derivative bearing additional hydrogens on the pterin group.
s__Streptococcus_vestibularis	GO:0008685	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity	141	78	-0.336	0.049	0.385	0.00542113116785936	Non-HIV-	MF	Catalysis of the reaction: 4-CDP-2-C-methyl-D-erythritol 2-phosphate = 2-C-methyl-D-erythritol 2,4-cyclic diphosphate + CMP.
s__Veillonella_dispar	GO:0051537	2 iron, 2 sulfur cluster binding	143	77	-0.055	-0.426	0.371	0.00542126034073265	Pre-HIV-	MF	Interacting selectively and non-covalently with a 2 iron, 2 sulfur (2Fe-2S) cluster; this cluster consists of two iron atoms, with two inorganic sulfur atoms found between the irons and acting as bridging ligands.
s__Candidatus_Nanosynbacter_sp._TM7_087	GO:0010498	proteasomal protein catabolic process	89	54	0.368	-0.105	0.473	0.00542531881052866	Non-HIV+	BP	The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds that is mediated by the proteasome.
s__Rothia_dentocariosa	GO:0008924	malate dehydrogenase (quinone) activity	127	67	-0.028	-0.427	0.399	0.00543285559666384	Pre-HIV-	MF	Catalysis of the reaction: (S)-malate + a quinone = oxaloacetate + a quinol.
s__Veillonella_dispar	GO:0032218	riboflavin transport	143	77	-0.025	0.358	0.383	0.00543931551652288	Pre-HIV+	BP	The directed movement of riboflavin into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Riboflavin (vitamin B2) is a water-soluble B-complex vitamin, converted in the cell to FMN and FAD, cofactors required for the function of flavoproteins.
s__Veillonella_dispar	GO:0032217	riboflavin transmembrane transporter activity	143	77	-0.025	0.358	0.383	0.00543931551653265	Pre-HIV+	MF	Enables the transfer of riboflavin from one side of a membrane to the other. Riboflavin (vitamin B2) is a water-soluble B-complex vitamin, converted in the cell to FMN and FAD, cofactors required for the function of flavoproteins.
s__Veillonella_sp._S13053_19	GO:0036211	protein modification process	138	75	-0.385	-0.001	0.385	0.00544792610944111	Non-HIV-	BP	The covalent alteration of one or more amino acids occurring in proteins, peptides and nascent polypeptides (co-translational, post-translational modifications). Includes the modification of charged tRNAs that are destined to occur in a protein (pre-translation modification).
